Id,Label,timeset,Clustering Coefficient,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,indegree,outdegree,Degree,componentnumber,modularity_class
Singhu Border,,,0.3,17,0.113894,0.122758,1164.910279,1,4,5,0,1
New Delhi Railway Station Gate 2,,,0.238095,13,0.187955,0.210777,3357.790944,1,7,8,0,2
Vidya Vihar Marg X-ing,,,0.1,12,0.151874,0.166839,4638.858928,3,2,5,0,17
Rohini Sector 15 Pocket-2,,,0,13,0.144894,0.157096,238.371139,1,1,2,0,17
Harewali X-ing,,,0.5,16,0.119093,0.128591,533.277007,4,4,8,0,19
Harewali Border,,,0.666667,16,0.119078,0.128232,304.115247,3,2,5,0,19
Zindpur,,,0,15,0.135697,0.146001,365.406082,1,1,2,0,1
Bakoli X-ing,,,0,15,0.135995,0.14743,5437.332634,1,2,3,0,1
Bakhtawar Pur School,,,0,14,0.135411,0.146092,2271.283069,1,1,2,0,1
Bakhtawar Pur Village,,,0.047619,13,0.150717,0.166622,13784.284796,1,6,7,0,1
Palla,,,1,14,0.131032,0.140874,0,2,0,2,0,1
Shalimar Bagh X-ing,,,0.666667,14,0.153529,0.16955,48.824899,2,2,4,0,3
AE Block Shalimar Bagh,,,0.2,13,0.169476,0.187364,9166.546229,4,1,5,0,3
BH Block Shalimar Bagh,,,0,14,0.146215,0.158395,6413.350979,1,3,4,0,3
Haider Pur Village,,,0,15,0.127572,0.135064,0,1,0,1,0,3
Siras Pur,,,0.166667,14,0.152409,0.166035,371.310822,3,1,4,0,1
Khera Kalan,,,0,13,0.166711,0.180377,7545.390772,2,1,3,0,1
Khera Khurd,,,0,12,0.167417,0.181292,11424.308171,2,2,4,0,1
Akbar Pur Majra Village,,,0.1,14,0.133123,0.143906,5646.014213,2,3,5,0,1
Jhingola Village,,,0,15,0.117491,0.124164,0,1,0,1,0,1
Ghoga X-ing School,,,1,17,0.107633,0.114347,0,1,1,2,0,19
D.E.S.U. Colony Narela,,,1,17,0.112768,0.120578,0,1,1,2,0,1
Bankner,,,0,17,0.112768,0.120622,1639.3474,1,1,2,0,19
Lampur Border,,,0,18,0.102237,0.108219,1.5,1,1,2,0,19
Kazipur,,,0,14,0.154665,0.170702,29932.256367,3,3,6,0,18
Delhi Secretariat,,,0.333333,13,0.173864,0.195041,1626.245905,2,6,8,0,2
Holambi Khurd,,,0.166667,13,0.149578,0.160087,3772.31906,3,3,6,0,1
Holambi Kalan,,,0.333333,14,0.149206,0.161014,1928.58985,2,3,5,0,1
Hamid Pur,,,0,17,0.117469,0.124218,0,1,0,1,0,1
Rohini Depot II,,,0,14,0.143364,0.15499,14.852493,1,1,2,0,3
Ashok Vihar Water Tank,,,0.107143,14,0.164398,0.184538,14447.167327,4,4,8,0,4
Jahangir Puri E-Block,,,0.333333,14,0.15557,0.171526,1539.865468,3,1,4,0,0
Kishan Ganj Dispensary,,,0,14,0.166503,0.182912,1053.783607,1,1,2,0,4
Anand Vihar ISBT (Viveka Nand ISBT),,,0.166667,12,0.168753,0.18842,21212.624261,4,10,14,0,8
Hasan Pur Depot (Patparganj Depot),,,0.072727,12,0.168891,0.19073,42453.545765,7,9,16,0,8
Jagat Puri A-Block,,,0.111111,13,0.163416,0.183482,25419.091607,7,6,13,0,8
Swarn Cinema,,,0.035714,13,0.163058,0.182467,34438.426327,5,6,11,0,8
Seelam Pur,,,0.066667,13,0.172943,0.193325,40892.682827,7,8,15,0,0
Shyam Giri Mandir,,,0.136364,13,0.197327,0.222164,66038.413276,8,8,16,0,0
Keshav Nagar (Mukti Ashram Nathupura),,,0,15,0.130875,0.140243,59.492821,2,0,2,0,5
Singhu School,,,0,18,0.098905,0.103988,0,1,0,1,0,1
Mohd. Pur,,,0.090909,12,0.176153,0.200877,44922.443332,7,8,15,0,10
Hiranki Village,,,0,13,0.149783,0.163023,0,1,0,1,0,10
Tiggi Pur,,,0,14,0.131014,0.140739,29.633333,2,0,2,0,1
Tikri Khurd,,,0,17,0.116651,0.125228,830.742187,1,1,2,0,1
Tajpur Kalan,,,0,14,0.130986,0.140291,0,1,0,1,0,1
Palla X-ing,,,0,15,0.117506,0.124523,1859,1,1,2,0,1
Dehisra Border,,,0,16,0.105156,0.109916,0,1,0,1,0,1
Palika Kendra,,,0.125,13,0.195789,0.224189,65546.39197,9,10,19,0,2
D.B. Gupta Market,,,0.136364,14,0.169106,0.191372,10363.612167,10,8,18,0,2
Sarai Rohilla / Anand Parvat,,,0.145455,14,0.169045,0.191426,14879.029003,7,7,14,0,4
Inder Puri,,,0.266667,14,0.157081,0.171909,7330.276752,4,4,8,0,2
Loha Mandi,,,0.075758,13,0.169615,0.191275,24889.528458,9,9,18,0,10
Seema Puri Depot,,,0,14,0.164166,0.180997,1546.06926,2,3,5,0,2
Sadhu Vaswani Marg Petrol Pump,,,0,13,0.164282,0.181809,3131.169172,5,3,8,0,2
Pusa Road Telephone Exchange,,,0.111111,14,0.157989,0.177074,4001.460673,8,7,15,0,2
Haider Pur,,,0,15,0.127572,0.135064,0,1,0,1,0,3
Bakhtawar Pur,,,0.166667,13,0.152684,0.167332,6059.087761,2,2,4,0,1
Sungar Pur,,,0,14,0.132724,0.142007,64.064213,1,1,2,0,1
Surya Nagar,,,0.091667,13,0.168326,0.188476,32540.953891,11,12,23,0,8
Dilshad Garden,,,0.2,14,0.14965,0.164193,1616.842728,4,3,7,0,8
G.T.B. Hospital,,,0.066667,14,0.143308,0.157953,7150.489465,4,4,8,0,6
Nand Nagri Terminal,,,0.2,15,0.137972,0.153489,7771.361573,7,6,13,0,6
Yamuna Vihar C-4,,,0.145455,15,0.148824,0.166285,20790.521962,5,9,14,0,6
Bhajanpura,,,0.071429,15,0.148717,0.164934,17147.174789,4,6,10,0,6
Nanak Sar,,,0.047619,14,0.162403,0.180167,20475.205217,6,5,11,0,6
Jagat Pur,,,0.333333,14,0.157734,0.171951,1185.5242,3,3,6,0,6
Burari X-ing,,,0,14,0.147373,0.15904,348.974407,3,2,5,0,6
G.T.K. By Pass,,,0.333333,13,0.155505,0.170526,888.6459,2,4,6,0,1
Mahindra Park (Shalimar Bagh),,,0.072727,12,0.175604,0.199748,50042.151035,8,6,14,0,3
Keshav Mahavidyalaya,,,0,13,0.154948,0.17034,3403.668282,2,3,5,0,3
Saraswati Vihar,,,0,14,0.13417,0.143471,0,1,0,1,0,3
J.L.N. Stadium (Sunhari Pullah Nallah Parking),,,0.145455,14,0.163502,0.182774,8703.541944,6,9,15,0,14
Bharti Nagar,,,0.109091,14,0.178606,0.202337,44954.432501,8,8,16,0,14
Shaha Jahan Road,,,0.072727,14,0.17945,0.204134,16786.002783,8,9,17,0,14
Krishi Bhawan,,,0.064327,13,0.191044,0.219765,39980.302227,12,14,26,0,2
Regal / Palika Kendra,,,0,14,0.163072,0.179197,142.726363,1,1,2,0,2
New Delhi Railway Station,,,0.133333,13,0.18067,0.202355,4896.920273,4,3,7,0,2
Police Station Paharganj,,,0.133333,13,0.174239,0.198364,15402.131034,10,15,25,0,2
Daryapur,,,0.333333,15,0.129599,0.140274,942.893144,2,2,4,0,19
Ramjanpur Village,,,0,14,0.130986,0.140291,0,1,0,1,0,1
Minto Road,,,1,14,0.174993,0.194049,0,1,1,2,0,0
Holambi Kalan JJ Colony,,,1,14,0.137027,0.145208,0,2,0,2,0,1
J.L.N. Stadium (C.G.O. Complex),,,0.166667,14,0.170252,0.187842,2197.616864,1,3,4,0,14
Narela Sector A 5-6,,,0.666667,17,0.112782,0.120936,1.083333,2,1,3,0,1
Jonti Border,,,0,16,0.123236,0.130715,0,1,0,1,0,19
Baba Colony Sant Nagar (Shiv Mandir Burari),,,0,15,0.141445,0.151709,0,1,0,1,0,5
New Delhi Railway Station Gate 1,,,0.25,13,0.184122,0.207711,5493.686708,6,4,10,0,2
Rajdoot Hotel,,,0.666667,13,0.157188,0.171505,0.583333,1,2,3,0,12
Bhogal,,,0.2,13,0.157227,0.172311,2186.098034,4,3,7,0,12
Bhogal (Jungpura),,,1,14,0.139818,0.149853,0,2,2,4,0,12
Nizamuddin Extension,,,0.333333,14,0.150267,0.16306,797.834375,2,3,5,0,12
Ishpat Bhawan,,,0.333333,14,0.169693,0.187428,2975.937153,4,5,9,0,14
Dayal Singh College,,,0.333333,15,0.154626,0.168899,1545.022574,2,3,5,0,14
Sujan Singh Park,,,0,15,0.151676,0.165583,584.824461,3,4,7,0,14
Humayun Road Khan Mkt Metro Stn,,,0,15,0.152209,0.166061,310.303484,2,1,3,0,14
Akbar Road,,,0.333333,15,0.15491,0.170351,518.539156,2,2,4,0,14
Vigyan Bhawan,,,0,15,0.144533,0.156645,3.541667,2,2,4,0,14
Nirman Bhawan,,,0.2,14,0.165363,0.184098,2292.417036,4,5,9,0,14
Udyog Bhawan,,,0.166667,14,0.161725,0.177885,2280.582745,4,4,8,0,14
Red Cross Road,,,0.333333,14,0.161795,0.177205,604.097126,1,2,3,0,2
Aakashwani Bhawan,,,0.2,14,0.164137,0.180926,1667.088524,3,3,6,0,2
PS Parliament / Jantar Mantar,,,0.333333,14,0.168295,0.184457,1992.769782,2,3,5,0,2
Marina,,,0.333333,14,0.165835,0.182383,261.78447,2,1,3,0,2
Dispensary Paharganj,,,0.666667,14,0.165231,0.182615,123.759661,3,2,5,0,2
Jhande Walan,,,0.533333,14,0.160262,0.178358,158.630775,3,5,8,0,2
Karol Bagh Terminal,,,0.333333,14,0.155065,0.170378,433.109263,2,4,6,0,2
Faiz Road,,,0,14,0.151515,0.166704,6128.269513,3,4,7,0,2
Thana DB Gupta Road,,,1,15,0.14749,0.160666,0,2,2,4,0,2
Prahlad Market,,,0.166667,15,0.155285,0.171633,1045.465743,2,3,5,0,2
Anand Parbat,,,0.166667,15,0.159247,0.177019,1357.692594,1,3,4,0,2
Bharat Nagar X-ing (Ashok Vihar),,,0,15,0.133996,0.144298,35.373961,1,1,2,0,4
Bharat Nagar,,,0.166667,14,0.150583,0.164174,1934.179392,3,3,6,0,4
Nimri Colony,,,0,15,0.136264,0.14666,12.805603,1,1,2,0,4
Ashok Vihar I Block,,,0,15,0.132206,0.142059,402.040678,1,1,2,0,4
IA Block Ashok Vihar,,,0,16,0.123992,0.132145,1,1,1,2,0,4
JA Block Ashok Vihar,,,0,15,0.14123,0.15292,1455.959322,1,1,2,0,4
B2 Block Ashok Vihar Ph II,,,0,15,0.142234,0.15403,549.863046,1,1,2,0,4
Satyawati College,,,0,15,0.132905,0.142477,129.493007,1,1,2,0,4
Gujranwala Town,,,0,14,0.150485,0.164463,2560.955859,2,1,3,0,0
Sabji Mandi Azadpur,,,1,14,0.145506,0.156989,0,1,1,2,0,1
Jahangirpuri A-Block,,,0,14,0.141812,0.152336,358.215392,1,1,2,0,1
Jahangirpuri K Block,,,0,15,0.136865,0.147105,41.08086,1,1,2,0,1
Subhash Place Depot -Punjab Ke,,,0.2,14,0.152384,0.168313,1216.731098,3,2,5,0,3
Pitam Pura ND Block,,,0.333333,14,0.151343,0.166042,768.533496,2,1,3,0,3
Kohat Enclave,,,0,15,0.133343,0.143983,4.869048,2,1,3,0,3
Vaishali Enclave,,,0,14,0.139818,0.152663,320.718722,1,1,2,0,3
PitampuraMetro Stn (MadhuvanChowk),,,1,14,0.139829,0.152601,0,1,1,2,0,3
Mangol Pur Kalan,,,0,16,0.142234,0.153692,131.890546,1,1,2,0,7
Avantika X-Ing,,,0,15,0.143618,0.155238,264.772648,1,1,2,0,7
Rajiv Nagar,,,0,14,0.145563,0.156222,468.652926,1,1,2,0,19
Bakkarwala JJ Colony,,,0,14,0.136504,0.147498,4485.307445,3,2,5,0,17
Bakkarwala More,,,0,13,0.147701,0.160377,7549.990275,2,2,4,0,17
AA Block Shalimar Bagh,,,0,14,0.147596,0.159944,36.045955,1,1,2,0,3
Kendriya Terminal Church Road,,,0.4,13,0.175737,0.193496,211.481787,2,3,5,0,2
Gurudwara Rakab Ganj,,,0.666667,13,0.171145,0.18623,0.333333,1,2,3,0,2
NDPO,,,0,13,0.17587,0.19188,4238.398211,3,2,5,0,2
Gurudwara Bangla Sahib,,,0,14,0.162318,0.175399,287.13557,2,3,5,0,2
YMCA Jai Singh Road,,,0,14,0.165835,0.180685,316.794588,1,1,2,0,2
Shivaji Park,,,0.214286,13,0.180302,0.201172,14551.609681,6,3,9,0,2
Viveka Nand Marg,,,0.133333,14,0.180863,0.204546,5849.996621,6,8,14,0,0
Turkman Gate / G B Pant Hosipatal,,,0,15,0.147795,0.159495,1.25,1,1,2,0,0
Delite Cinema,,,0,14,0.167311,0.184494,1188.043475,1,1,2,0,0
Dariya Ganj,,,0.5,14,0.167326,0.184942,428.60159,3,1,4,0,0
Subhash Park,,,0.666667,14,0.148622,0.159751,0.333333,2,1,3,0,0
Indra Vihar,,,0,17,0.105019,0.110218,640.100035,1,1,2,0,5
Mukharji Nagar Xing,,,0,18,0.100237,0.104924,49.257701,1,1,2,0,5
Mukharji Nagar Tank,,,0,17,0.111331,0.117184,1268.024333,1,1,2,0,5
Bhai Parmanand Colony,,,0,16,0.125202,0.133092,3118.691,1,1,2,0,5
Radio Colony,,,0,15,0.143022,0.154777,6429.664509,2,1,3,0,5
CV Raman ITI,,,0,15,0.142923,0.154123,1025.573214,1,1,2,0,5
Nirankari Sarovar Burari Xing,,,0,16,0.131041,0.139462,1,1,1,2,0,5
Burari Transport Authourity,,,0,15,0.141477,0.152157,832.426786,1,1,2,0,5
Sant Nagar,,,0.076923,13,0.185351,0.210392,62468.386438,9,8,17,0,13
Sant Nagar Main Market,,,0,14,0.156434,0.170005,1907.746339,1,1,2,0,13
Chetan Bihari Mandir Sant Nagar,,,0,15,0.136074,0.145102,306.848256,1,1,2,0,13
Sarvodhya Vidhyalay Burari,,,0,15,0.130829,0.139948,256.101918,1,1,2,0,13
Ekta Garden- Harijan Basti,,,0,15,0.130829,0.139948,1455.271144,1,1,2,0,5
Burari Garhi,,,0,16,0.115765,0.122342,13.165224,1,1,2,0,5
Laxmi Vihar,,,0,16,0.125812,0.133637,414.89408,1,1,2,0,5
Kaushik Enclave,,,0.1,15,0.143863,0.155927,6381.122937,3,2,5,0,5
Amrit Vihar,,,0,16,0.125795,0.133502,1859,1,1,2,0,5
Nathu Pura,,,0,17,0.111745,0.11691,0,1,0,1,0,5
CRPF Colony Jharoda X-ing,,,0,13,0.17333,0.193025,40379.603316,2,4,6,0,5
Burari,,,0.333333,14,0.147936,0.160298,1157.672438,2,1,3,0,5
Hakikat Nagar,,,0,14,0.152935,0.167242,3073.987834,1,1,2,0,5
TB Hospital,,,0,14,0.152885,0.167126,2246.82649,1,1,2,0,5
Maharishi Balmiki,,,0,15,0.132715,0.141916,460.934601,1,1,2,0,5
Dhakka Village,,,0,16,0.125168,0.132976,71.108111,1,1,2,0,5
Shakti Nagar,,,0.083333,15,0.160152,0.180706,7314.40759,5,5,10,0,0
Kewal Park MCD Flats,,,0,14,0.160414,0.17648,4715.074344,2,0,2,0,3
Talkatora Road,,,0.4,12,0.177143,0.195119,398.941414,3,3,6,0,2
Shankar Road,,,0.087912,12,0.187879,0.212954,46074.963793,11,8,19,0,2
Maurya Enclave K.D. Block,,,0.4,13,0.161109,0.180935,9207.099638,3,2,5,0,3
Uttari Pitam Pura,,,0.145455,13,0.156962,0.177318,14831.414306,8,5,13,0,3
Siras Pur X-ing,,,1,14,0.148207,0.161214,0,1,1,2,0,1
Lodhi Road X-ing,,,0.2,14,0.156856,0.173886,1595.960024,2,3,5,0,14
Prithviraj Road,,,0.076923,13,0.177193,0.204295,27730.233021,8,10,18,0,14
Police Station Sadar Bazar,,,0.1,13,0.177244,0.19792,16920.597319,3,2,5,0,2
Badli X-ing G.T. Road,,,0.266667,13,0.164558,0.182742,5674.91384,3,4,7,0,1
Bakoli Temple,,,0,16,0.132488,0.141706,0,1,0,1,0,1
Upper Ridge Road,,,0.333333,12,0.176387,0.193806,1018.495185,2,2,4,0,2
JD Block Maurya Enclave,,,0,14,0.155662,0.17066,611.815368,1,1,2,0,3
Bhalswa JJ Colony,,,0,14,0.152998,0.166609,257.706755,1,1,2,0,6
Hargovind Enclave,,,0.142857,14,0.161472,0.18041,12521.802832,4,5,9,0,8
Police Station Vivek Vihar,,,0.2,14,0.152961,0.168841,2992.277256,3,3,6,0,8
ISBT Bridge,,,0.2,13,0.172862,0.190212,1682.51107,3,3,6,0,0
Northern India Engineering College (N.I.E.C.),,,0,14,0.16485,0.178143,1859,1,1,2,0,0
Ghonda,,,0,15,0.141531,0.149588,0,1,0,1,0,0
Babarpur Extn.,,,0,14,0.149976,0.16499,7909.104046,3,4,7,0,6
Jyoti Nagar,,,0,15,0.132177,0.143166,2077.310512,2,3,5,0,6
Anand Gram,,,0.2,15,0.142147,0.156644,4686.471612,6,4,10,0,6
New Seemapuri,,,0.333333,14,0.149386,0.163456,1744.255794,3,3,6,0,6
New Usman Pur (Pusta-I),,,0,14,0.166622,0.181874,12709.89035,2,2,4,0,6
Gamri Extn. (Pusta Road No. 5),,,0.133333,14,0.150133,0.164003,10749.828765,2,4,6,0,6
Nand Nagri Depot,,,0.266667,16,0.132375,0.145503,3788.540208,3,3,6,0,6
Harsh Vihar,,,0.5,16,0.131254,0.143314,1833.182664,5,0,5,0,6
Metro Train Depot,,,0.5,14,0.16825,0.183702,4119.279646,4,2,6,0,0
Shastri Park,,,0.142857,13,0.18939,0.211041,21324.047525,4,5,9,0,0
Dharampura,,,0,14,0.159383,0.172072,1089.483296,1,2,3,0,0
Seelampur Metro Station,,,0,14,0.147502,0.159366,1026.565968,1,2,3,0,0
Seelam Pur Petrol Pump,,,0,15,0.1294,0.137651,3.62619,1,1,2,0,0
Welcome Metro Station,,,0.166667,14,0.148574,0.161403,4161.839688,2,2,4,0,0
Kanti Nagar Extension,,,0.333333,15,0.13157,0.140913,607.558683,2,1,3,0,8
Jharkhandi,,,0,15,0.124273,0.132254,84.495738,1,1,2,0,8
East Azad Nagar,,,0,14,0.14025,0.151578,1333.937055,1,1,2,0,8
Krishna Nagar A Block,,,0,14,0.14025,0.151578,1826.309565,1,1,2,0,8
Hans Apartment,,,0,15,0.12304,0.130686,217.200669,1,1,2,0,8
Arjun Nagar,,,0,15,0.123244,0.131093,247.891103,1,1,2,0,8
Radheypuri,,,0,14,0.140515,0.152176,1887.690435,1,1,2,0,8
Jagatpuri F-Block,,,0.166667,13,0.149686,0.164002,3867.589543,1,3,4,0,8
Hassanpur Village,,,0.333333,13,0.144725,0.15814,4292.762214,1,3,4,0,8
Gazipur Village,,,0.166667,14,0.128542,0.138571,2272.020338,3,1,4,0,8
SFS Quarter Gazipur,,,0,15,0.114321,0.121991,1290.075863,1,2,3,0,8
National Highway 24 Crossing,,,0,14,0.121212,0.128338,798.68367,1,1,2,0,8
Gazi Pur DDA Flats,,,0,13,0.137584,0.146954,2519.523299,1,1,2,0,8
Gazi Pur Dairy Farm,,,0,12,0.159315,0.173928,4943.6686,2,1,3,0,8
Kalyan Puri X-ing,,,0.166667,13,0.149771,0.163152,581.359492,2,2,4,0,8
New Kondli X-ing,,,0.5,13,0.158581,0.173547,305.728849,3,3,6,0,8
Dallupura,,,0.2,13,0.158595,0.17383,12218.415918,4,3,7,0,8
Fire Station,,,0,14,0.137097,0.147701,8365.266802,2,3,5,0,8
Mayur Vihar Phase 3 Crossing,,,0,15,0.120623,0.12783,624.470741,1,1,2,0,8
New Kondali A1 Crossing,,,0,16,0.107945,0.114594,41.673377,3,2,5,0,8
Bharti Public School,,,0,16,0.107801,0.113517,3.5,2,2,4,0,8
Mayur Vihar Phase III A1 Block,,,0,15,0.120717,0.127904,1843.573016,2,2,4,0,8
CRPF Camp Mayur Vihar,,,0,14,0.137229,0.147837,5849.78429,2,2,4,0,8
Mayur Vihar Phase III Crossing,,,0,15,0.120936,0.129467,2529.587061,2,2,4,0,8
Mayur Vihar Phase III Terminal / Paper Market,,,0,16,0.10792,0.113832,10.666667,1,1,2,0,8
N.H. 24 X-ing,,,0.142857,13,0.167191,0.186788,11014.722851,3,4,7,0,8
Mayur Vihar Ph-I,,,0.666667,13,0.154114,0.167256,243.798684,2,2,4,0,8
Dilshad Garden Depot (New Seemapuri),,,1,15,0.136224,0.146858,0,2,1,3,0,11
Sayeed Nagar Mor,,,0.333333,14,0.147036,0.160266,2295.355147,2,2,4,0,11
Noida Sector 35/51,,,0.036364,14,0.163545,0.182724,34389.320585,4,7,11,0,11
J and K Pocket Dilshad Garden,,,0.133333,14,0.154806,0.170033,8819.77697,3,3,6,0,11
Shahdra Border,,,0.666667,14,0.151701,0.165046,607.867311,2,1,3,0,8
Ram Prastha Temple,,,0,14,0.144108,0.155168,260.933923,2,2,4,0,8
Ram Prastha Crossing,,,0,13,0.144421,0.155595,271.427124,2,2,4,0,8
Maharaj Pur Check Post,,,0,13,0.144635,0.15674,1062.47879,1,2,3,0,8
Gazi Pur Depot,,,0,14,0.128524,0.138064,12.595238,1,2,3,0,8
Dev Nagar,,,0,15,0.153694,0.169547,242.30303,2,2,4,0,2
Guru Gobind Singh Marg / Faiz Road,,,0,14,0.144995,0.158336,14486.066829,4,4,8,0,4
Filmistan,,,0,15,0.13213,0.141193,85.882801,1,1,2,0,4
Bara Hindu Rao,,,0,15,0.14459,0.155881,1013.155126,2,2,4,0,4
Azad Market,,,0,14,0.163992,0.178975,2274.301283,2,2,4,0,4
Thana Sabzi Mandi- Ice Factory,,,0.333333,14,0.163761,0.178877,2386.707387,2,1,3,0,0
Gol Daak Khana,,,0,15,0.140834,0.150452,592.359638,1,1,2,0,0
Malka Ganj Terminal,,,0,15,0.129798,0.138891,124.810519,1,2,3,0,0
Hansraj College / Malka Ganj,,,0,16,0.128622,0.137687,44.791296,2,1,3,0,5
Shri Ram Institute,,,0,15,0.139965,0.150433,553.392538,1,1,2,0,5
University of Delhi,,,0,14,0.162616,0.179597,4911.988843,3,2,5,0,5
Social works school,,,0,15,0.14006,0.15089,333.257385,1,1,2,0,5
BD Estate,,,0,15,0.145585,0.156805,501.430819,1,1,2,0,5
Wazirabad Crossing,,,0,14,0.136996,0.14493,625.901106,1,1,2,0,19
Gurudwara Nanak Sar,,,0,14,0.14756,0.158166,3228.487012,1,2,3,0,19
Khajoori,,,0.2,15,0.142322,0.155075,4310.810456,3,2,5,0,6
B-Block Yamuna Vihar,,,0.333333,16,0.129499,0.139461,243.633684,2,1,3,0,6
Yamuna Vihar Brij Puri,,,0,16,0.129581,0.139872,205.317264,1,1,2,0,6
B R Ambedkar College (Loni Road Xing),,,1,16,0.129581,0.139872,0,1,1,2,0,6
D.D.A. MIG Flat (Loni Road),,,0.166667,16,0.13106,0.142142,1221.554056,2,2,4,0,6
Meet Nagar,,,0,17,0.116944,0.125405,3.886147,1,1,2,0,6
Bank Colony,,,0,17,0.116944,0.125629,583.597497,1,2,3,0,6
Gagan Cinema,,,0,17,0.108202,0.114876,1.5,1,1,2,0,6
Nand Nagari E-Block,,,0,16,0.121275,0.130594,1299.303173,1,1,2,0,6
GTB Hospital Xing,,,0,16,0.126453,0.136436,838.922388,1,1,2,0,6
GTB Hospital,,,0,15,0.128613,0.138001,1078.265165,1,1,2,0,6
Dilshad Garden School,,,0,14,0.14521,0.157465,2584.188941,1,1,2,0,6
Panchsheel Club,,,0.088889,13,0.168738,0.189655,28783.114782,6,6,12,0,13
Jhilmil Colony,,,0.238095,13,0.166756,0.184372,23837.844779,4,4,8,0,11
Anand Vihar Terminal,,,0.333333,13,0.15869,0.174277,5135.590589,4,2,6,0,8
Mandoli X-ing,,,0.833333,15,0.133919,0.146122,123.976763,2,4,6,0,6
Jyoti Colony,,,0.095238,15,0.138951,0.15329,4986.829074,3,4,7,0,6
B.M.D. Chowk,,,1,13,0.179053,0.196115,0,0,2,2,0,0
Nand Nagri,,,0,16,0.122007,0.130457,0,1,0,1,0,6
Shahadra,,,0.066667,14,0.159042,0.175503,7413.912932,4,4,8,0,0
Dilshad Garden G.T. Road,,,0.142857,13,0.163315,0.181192,21945.531566,5,6,11,0,0
Seema Puri,,,0.133333,14,0.152559,0.168467,6829.928405,4,4,8,0,11
Ajmeri Gate,,,0.155556,14,0.177684,0.202612,23340.483898,8,7,15,0,2
Seelam Pur Metro Station,,,0,14,0.147549,0.159859,2486.765164,2,2,4,0,0
Shahdara (Shyam Lal College),,,0.1,15,0.138847,0.151165,2589.021391,3,3,6,0,8
Mansarovar Park Metro Station,,,0,14,0.140995,0.153181,2839.433283,2,3,5,0,7
L.N. Temple,,,0,14,0.165275,0.18081,43.246908,0,2,2,0,2
Gokulpuri,,,0,16,0.116753,0.123696,0,1,0,1,0,6
D.B. Gupta Road,,,0.4,14,0.162063,0.180343,791.997058,3,2,5,0,4
Radha Swami Satsang Bhawan,,,0.1,14,0.158514,0.176217,1421.654655,3,2,5,0,2
Madi Pur JJ Colony,,,0,14,0.169785,0.188823,8874.540867,2,3,5,0,7
Peera Garhi,,,0.075758,15,0.17047,0.194415,34471.596545,7,7,14,0,7
Jwala Puri,,,0.133333,14,0.166309,0.184614,13681.64504,3,5,8,0,17
Lokesh Cinema,,,0.142857,14,0.152447,0.168947,12729.335673,3,4,7,0,17
Swarn Park,,,0.133333,14,0.139587,0.151547,3208.563512,2,4,6,0,17
Mundka School,,,0.066667,13,0.153364,0.168256,26108.806846,3,3,6,0,17
Hiran Kudna X-ing,,,0.095238,13,0.153579,0.167764,13261.823671,4,6,10,0,17
Kishan Ganj Market,,,0,14,0.166831,0.182556,609.782463,1,1,2,0,4
Daya Basti,,,0.2,14,0.165319,0.183611,6950.797591,3,2,5,0,4
Nangloi,,,0,14,0.17192,0.192443,20900.576961,3,6,9,0,17
Peeli Kothi,,,0,13,0.161795,0.175184,96.353782,1,1,2,0,0
Tees Hazari Animal Hospital Mori Gate,,,0,14,0.164224,0.179251,236.816781,1,1,2,0,0
Model Basti,,,0,15,0.153137,0.168192,5213.521326,1,2,3,0,4
Tibiya College,,,0,15,0.150133,0.16413,1963.002662,1,1,2,0,4
Ram Jas Road,,,0,16,0.130581,0.139671,214.566859,1,1,2,0,4
Liberty Cinema,,,0,16,0.126419,0.134818,108.564196,1,1,2,0,4
Government Quarter Sarai Rohila,,,0,15,0.144657,0.157342,1750.997338,1,1,2,0,4
Daya Basti Flyover,,,1,15,0.150425,0.164288,0,1,1,2,0,4
Ram Pura (Ashoka Park),,,0,15,0.147315,0.160686,152.410405,1,1,2,0,4
Ram Pura,,,0,15,0.146572,0.158217,452.778687,2,2,4,0,4
Power House,,,0.066667,14,0.169245,0.187109,21324.939063,5,5,10,0,7
Agarsen Hospital,,,0,13,0.171872,0.188484,7221.115439,1,1,2,0,2
SPM College,,,0,14,0.152961,0.1649,5644.908306,1,1,2,0,11
Madipur Village,,,0,15,0.132943,0.140971,3817.567058,1,1,2,0,11
Madipur JJ Colony Metro Station,,,0,16,0.118245,0.12439,2114.709183,1,1,2,0,11
Ordinance Depot,,,0,16,0.109612,0.115375,966.665347,1,2,3,0,11
Shiva Enclave/ New Multan Nagar,,,0.333333,17,0.111678,0.118038,475.896719,1,2,3,0,11
Multan Nagar,,,0.166667,16,0.123555,0.131962,5497.414055,3,1,4,0,11
Paschim Vihar Super Bazar (West Metro Station),,,0,15,0.140728,0.152103,7319.091694,1,1,2,0,11
Peera Garhi Metro Station,,,1,15,0.140909,0.152073,0,1,1,2,0,11
Udyog Nagar,,,0.333333,15,0.142562,0.154689,1420.465735,2,1,3,0,11
Jwala Puri / Nangloi Depot,,,0.333333,16,0.126833,0.136344,875.024637,1,2,3,0,11
Surajmal Stadium,,,1,16,0.120295,0.128344,0,1,1,2,0,11
Sultanpuri Crossing,,,0.333333,15,0.134238,0.145572,2550.907367,2,2,4,0,11
